,species_name,color
1914,lupinus latifolius,Blue
1915,lupinus lepidus,Blue
1916,lupinus luteolus,Yellow
1917,lupinus nevadensis,Blue
1918,lupinus nootkatensis,Purple
1919,lupinus polyphyllus,blue
1920,lupinus sericeus,Blue
1921,lupinus sulphureus,Yellow
1922,luzula luzuloides,white
1923,luzula multiflora,brown
1924,luzula parviflora,Green
1925,luzula spicata,brown
1926,luzula spicata,Green
1927,lycianthes rantonnetii,blue
1928,lycianthes rantonnetii,purple
1929,lycium barbarum,purple
1930,lycium carolinianum,Purple
1931,lycium carolinianum,White
1932,lycium pallidum,Purple
1933,lycopus americanus,White
1934,lycopus europaeus,white
1935,lycopus virginicus,White
1936,lyonia ligustrina,White
1937,lyonia lucida,Red
1938,lysimachia lanceolata,Purple
1939,lysimachia monelli,blue
1940,lysimachia monelli,purple
1941,lysimachia monelli,red
1942,lysimachia monelli,red
1943,lysimachia monelli,blue
1944,lysimachia monelli,purple
1945,lysimachia monelli,blue
1946,lysimachia monelli,purple
1947,lysimachia monelli,red
1948,lysimachia monelli,blue
1949,lysimachia monelli,purple
1950,lysimachia nummularia,yellow
1951,lysimachia punctata,yellow
1952,lysimachia thyrsiflora,yellow
1953,lysimachia thyrsiflora,Yellow
1954,lysimachia vulgaris,yellow
1955,lythrum hyssopifolia,red
1956,lythrum junceum,purple
1957,lythrum portula,pink
1958,lythrum salicaria,purple
1959,machaeranthera tanacetifolia,Purple
1960,macleaya cordata,white
1961,maclura pomifera,Green
1962,macroptilium atropurpureum,Purple
1963,magnolia acuminata,Yellow
1964,magnolia fraseri,White
1965,magnolia grandiflora,White
1966,magnolia stellata,White
1967,magnolia tripetala,White
1968,magnolia virginiana,White
1969,malephora purpureocrocea,orange
1970,malephora purpureocrocea,purple
1971,malephora purpureocrocea,red
1972,malus domestica,white
1973,malus fusca,White
1974,malus ioensis,White
1975,malus sylvestris,white
1976,malus sylvestris,White
1977,malva alcea,pink
1978,malva assurgentiflora,Red
1979,malva moschata,pink
1980,malva neglecta,pink
1981,malva pusilla,white
1982,malva sylvestris,purple
1983,malvaviscus arboreus,red
1984,mangifera indica,Yellow
1985,mangifera indica,red
1986,mangifera indica,yellow
1987,marrubium vulgare,white
1988,martynia annua,pink
1989,martynia annua,purple
1990,martynia annua,white
1991,matricaria chamomilla,white
1992,matricaria discoidea,green
1993,maurandella antirrhiniflora,Purple
1994,medicago arabica,yellow
1995,medicago falcata,yellow
1996,medicago lupulina,yellow
1997,medicago lupulina,Yellow
1998,medicago lupulina,yellow
1999,medicago minima,yellow
2000,medicago polymorpha,yellow
2001,medicago polymorpha,Yellow
2002,medicago polymorpha,yellow
2003,medicago sativa,Purple
2004,medicago sativa,yellow
2005,melia azedarach,Purple
2006,melia azedarach,purple
2007,melia azedarach,white
2008,melica californica,Yellow
2009,melica imperfecta,Yellow
2010,melica subulata,Yellow
2011,melilotus indicus,yellow
2012,melinis repens,red
2013,melinis repens,white
2014,melissa officinalis,white
2015,melissa officinalis,white
2016,melochia corchorifolia,purple
2017,melochia corchorifolia,white
2018,menodora scabra,Yellow
2019,mentha aquatica,pink
2020,mentha arvensis,pink
2021,mentha arvensis,White
2022,mentha longifolia,violet
2023,mentha pulegium,pink
2024,mentha spicata,violet
2025,mentha suaveolens,violet
2026,mentha suaveolens,white
2027,mentzelia decapetala,White
2028,menyanthes trifoliata,white
2029,menyanthes trifoliata,White
2030,mercurialis annua,green
2031,mertensia ciliata,Blue
2032,mertensia virginica,Blue
2033,mesembryanthemum crystallinum,white
2034,mesembryanthemum crystallinum,yellow
2035,microseris nutans,Yellow
2036,mikania scandens,White
2037,mimosa pigra,pink
2038,mimosa pudica,pink
2039,mimosa pudica,purple
2040,mimulus alatus,Blue
2041,mirabilis jalapa,orange
2042,mirabilis jalapa,pink
2043,mirabilis jalapa,purple
2044,mirabilis jalapa,red
2045,mirabilis jalapa,yellow
2046,mirabilis multiflora,Purple
2047,miscanthus sinensis,Yellow
2048,misopates orontium,pink
2049,misopates orontium,pink
2050,misopates orontium,pink
2051,misopates orontium,purple
2052,misopates orontium,white
2053,mitracarpus hirtus,white
2054,mitracarpus hirtus,white
2055,moehringia trinervia,white
2056,moenchia erecta,white
2057,momordica charantia,yellow
2058,monarda didyma,red
2059,monarda fistulosa,Red
2060,moneses uniflora,white
2061,monotropa hypopitys,yellow
2062,monotropa hypopitys,yellow
2063,montia fontana,white
2064,moraea polystachya,blue
2065,moraea polystachya,purple
2066,morella californica,Yellow
2067,morella cerifera,White
2068,morella inodora,Green
2069,morella pensylvanica,Yellow
2070,moringa oleifera,white
2071,moringa oleifera,yellow
2072,morus alba,Green
2073,morus alba,green
2074,morus rubra,Green
2075,mucuna pruriens,purple
2076,muhlenbergia asperifolia,Purple
2077,muhlenbergia capillaris,Red
2078,muhlenbergia glomerata,Yellow
2079,muhlenbergia mexicana,Green
2080,muhlenbergia porteri,Yellow
2081,muhlenbergia racemosa,Green
2082,muhlenbergia richardsonis,Green
2083,muhlenbergia rigens,Yellow
2084,muhlenbergia schreberi,Green
2085,muhlenbergia uniflora,Yellow
2086,mummenhoffia alliacea,white
2087,muscari armeniacum,blue
2088,muscari botryoides,blue
2089,muscari neglectum,blue
2090,myagrum perfoliatum,yellow
2091,myosotis arvensis,blue
2092,myosotis discolor,yellow
2093,myosotis laxa,blue
2094,myosotis ramosissima,blue
2095,myosotis scorpioides,blue
2096,myosotis scorpioides,blue
2097,myosotis scorpioides,Blue
2098,myosotis stricta,blue
2099,myosotis sylvatica,blue
2100,myosurus minimus,green
2101,myosurus minimus,Green
2102,myrica gale,brown
2103,myrica gale,Blue
2104,myriophyllum heterophyllum,red
2105,myriophyllum spicatum,pink
2106,myriophyllum verticillatum,white
2107,myrrhis odorata,white
2108,nandina domestica,White
2109,narcissus poeticus,yellow
2110,narcissus poeticus,white
2111,narcissus pseudonarcissus,yellow
2112,nassella lepida,Yellow
2113,nassella pulchra,Yellow
2114,nassella viridula,Yellow
2115,nasturtium microphyllum,white
2116,nasturtium officinale,white
2117,nekemias arborea,Green
2118,nelumbo lutea,Yellow
2119,nemophila maculata,White
2120,neottia convallarioides,White
2121,neottia cordata,red
2122,neottia ovata,green
2123,nepeta cataria,violet
2124,nepeta cataria,white
2125,nerine humilis,pink
2126,nerine humilis,purple
2127,nerium oleander,Red
2128,nerium oleander,pink
2129,nerium oleander,red
2130,nerium oleander,white
2131,nicandra physalodes,blue
2132,nicandra physalodes,white
2133,nicandra physalodes,yellow
2134,nicotiana glauca,green
2135,nicotiana glauca,orange
2136,nicotiana glauca,yellow
2137,nicotiana rustica,yellow
2138,nicotiana rustica,yellow
2139,nicotiana tabacum,red
2140,nigella damascena,blue
2141,nigella damascena,blue
2142,nitrophila occidentalis,Purple
2143,noccaea perfoliata,white
2144,nolina microcarpa,White
2145,notholithocarpus densiflorus,Yellow
2146,nuphar lutea,yellow
2147,nuphar polysepala,Yellow
2148,nymphaea alba,white
2149,nymphaea lotus,white
2150,nymphaea mexicana,Yellow
2151,nymphoides peltata,yellow
2152,nyssa ogeche,Green
2153,nyssa sylvatica,Green
2154,nyssa sylvatica,Green
2155,odontites vulgaris,pink
2156,odontonema cuspidatum,red
2157,oemleria cerasiformis,White
2158,oenothera biennis,yellow
2159,oenothera biennis,Yellow
2160,oenothera elata,Yellow
2161,oenothera flava,Yellow
2162,oenothera glazioviana,yellow
2163,oenothera oakesiana,yellow
2164,oenothera pallida,White
2165,oenothera parviflora,yellow
2166,oenothera pilosella,Purple
2167,oenothera rubricaulis,yellow
2168,oldenlandia corymbosa,white
2169,olneya tesota,Purple
2170,onobrychis viciifolia,pink
2171,onobrychis viciifolia,Yellow
2172,onopordum acanthium,purple
2173,oplismenus burmanni,green
2174,oplismenus burmanni,white
2175,oplismenus hirtellus,brown
2176,oplismenus hirtellus,green
2177,oplismenus hirtellus,purple
2178,oplismenus hirtellus,red
2179,opuntia dillenii,orange
2180,opuntia dillenii,yellow
2181,opuntia ficus-indica,Red
2182,opuntia monacantha,yellow
2183,opuntia polyacantha,Yellow
2184,origanum vulgare,purple
2185,ornithogalum nutans,white
2186,ornithogalum umbellatum,white
2187,ornithogalum umbellatum,white
2188,orobanche hederae,white
2189,orobanche minor,white
2190,orobanche minor,blue
2191,orobanche minor,purple
2192,orobanche minor,white
2193,orobanche minor,yellow
2194,orthilia secunda,white
2195,orthocarpus luteus,Yellow
2196,orthocarpus tenuifolius,Purple
2197,osmanthus heterophyllus,White
2198,osmorhiza depauperata,White
2199,osmorhiza occidentalis,Yellow
2200,osteospermum moniliferum,yellow
2201,ostrya virginiana,Yellow
2202,oxalis corniculata,yellow
2203,oxalis corniculata,yellow
2204,oxalis corniculata,yellow
2205,oxalis debilis,blue
2206,oxalis debilis,pink
2207,oxalis debilis,purple
2208,oxalis decaphylla,pink
2209,oxalis dillenii,yellow
2210,oxalis latifolia,pink
2211,oxalis latifolia,purple
2212,oxalis purpurea,pink
2213,oxalis purpurea,purple
2214,oxalis stricta,yellow
2215,oxybasis glauca,green
2216,oxybasis rubra,green
2217,oxybasis rubra,Red
2218,oxydendrum arboreum,Yellow
2219,oxyria digyna,green
2220,oxyria digyna,Green
2221,oxytropis lambertii,Red
2222,oxytropis splendens,Purple
2223,pachysandra terminalis,White
2224,packera aurea,Yellow
2225,packera cana,Yellow
2226,packera glabella,Yellow
2227,paeonia brownii,Red
2228,pancratium maritimum,White
2229,panicum amarum,Yellow
2230,panicum antidotale,Yellow
2231,panicum coloratum,Yellow
2232,panicum dichotomiflorum,Green
2233,panicum hemitomon,Yellow
2234,panicum miliaceum,White
2235,panicum virgatum,Yellow
2236,papaver dubium,red
2237,papaver rhoeas,red
2238,papaver rhoeas,red
2239,papaver somniferum,white
2240,pappostipa speciosa,Yellow
2241,parietaria judaica,green
2242,parietaria officinalis,green
2243,parietaria officinalis,green
2244,parietaria pensylvanica,green
2245,parkinsonia aculeata,yellow
2246,parnassia fimbriata,White
2247,parnassia palustris,white
2248,parnassia palustris,White
2249,paspalum conjugatum,Yellow
2250,paspalum dilatatum,Yellow
2251,paspalum distichum,Green
2252,paspalum laeve,Green
2253,paspalum plicatulum,Green
2254,paspalum repens,Green
2255,passiflora caerulea,blue
2256,passiflora caerulea,green
2257,passiflora caerulea,white
2258,passiflora edulis,purple
2259,passiflora edulis,white
2260,passiflora foetida,purple
2261,passiflora foetida,white
2262,passiflora lutea,Yellow
2263,pastinaca sativa,yellow
2264,paulownia tomentosa,violet
2265,paulownia tomentosa,Purple
2266,pectis angustifolia,Yellow
2267,pedicularis canadensis,Yellow
2268,pedicularis groenlandica,Purple
2269,pedicularis oederi,yellow
2270,pelargonium cordifolium,pink
2271,pelargonium cordifolium,purple
2272,pelargonium grossularioides,pink
2273,pelargonium grossularioides,purple
2274,pelargonium grossularioides,red
2275,pelargonium grossularioides,white
2276,pelargonium peltatum,pink
2277,pelargonium peltatum,purple
2278,peltandra virginica,Yellow
2279,penstemon acuminatus,Blue
2280,penstemon albertinus,Blue
2281,penstemon angustifolius,White
2282,penstemon confertus,Yellow
2283,penstemon cyananthus,Blue
2284,penstemon deustus,Yellow
2285,penstemon digitalis,Purple
2286,penstemon eatonii,Red
2287,penstemon fruticosus,Blue
2288,penstemon gairdneri,Blue
2289,penstemon glaber,Purple
2290,penstemon laetus,Blue
2291,penstemon lyallii,Purple
2292,penstemon newberryi,Red
2293,penstemon palmeri,Purple
2294,penstemon rydbergii,Blue
2295,penstemon speciosus,Blue
2296,penstemon strictus,Purple
2297,penstemon venustus,Purple
2298,penstemon whippleanus,Purple
2299,penstemon wilcoxii,Purple
2300,pentaglottis sempervirens,blue
2301,pentas lanceolata,blue
2302,pentas lanceolata,pink
2303,pentas lanceolata,purple
2304,pentas lanceolata,white
2305,penthorum sedoides,Yellow
2306,pentodon pentandrus,blue
2307,pentodon pentandrus,pink
2308,pentodon pentandrus,white
2309,peperomia pellucida,green
2310,peperomia pellucida,white
2311,peperomia pellucida,yellow
2312,perideridia gairdneri,White
2313,perideridia parishii,White
2314,persea americana,green
2315,persea americana,yellow
2316,persea borbonia,Yellow
2317,persea palustris,Yellow
2318,persicaria amphibia,pink
2319,persicaria amphibia,Yellow
2320,persicaria capitata,green
2321,persicaria capitata,pink
2322,persicaria capitata,white
2323,persicaria capitata,green
2324,persicaria capitata,pink
2325,persicaria capitata,white
2326,persicaria hydropiper,green
2327,persicaria hydropiper,Red
2328,persicaria hydropiperoides,Green
2329,persicaria lapathifolia,pink
2330,persicaria lapathifolia,pink
2331,persicaria lapathifolia,white
2332,persicaria lapathifolia,pink
2333,persicaria lapathifolia,white
2334,persicaria lapathifolia,green
2335,persicaria lapathifolia,pink
2336,persicaria lapathifolia,white
2337,persicaria maculosa,pink
2338,persicaria maculosa,Red
2339,persicaria minor,green
2340,persicaria nepalensis,pink
2341,persicaria nepalensis,purple
2342,persicaria nepalensis,white
2343,persicaria nepalensis,pink
2344,persicaria nepalensis,white
2345,persicaria pensylvanica,white
2346,persicaria pensylvanica,Red
2347,persicaria punctata,White
2348,persicaria sagittata,Red
2349,petasites hybridus,white
2350,petrea volubilis,blue
2351,petrea volubilis,purple
2352,petrea volubilis,white
2353,petrorhagia prolifera,pink
2354,petrorhagia saxifraga,violet
2355,peucedanum palustre,white
2356,phacelia hastata,White
2357,phacelia tanacetifolia,blue
2358,phacelia tanacetifolia,Blue
2359,phalaris aquatica,Yellow
2360,phalaris arundinacea,Yellow
2361,phaseolus vulgaris,white
2362,phaseolus vulgaris,pink
2363,phaseolus vulgaris,purple
2364,phaseolus vulgaris,white
2365,phaseolus vulgaris,yellow
2366,phedimus spurius,yellow
2367,philadelphus coronarius,white
2368,philadelphus coronarius,White
2369,philadelphus lewisii,White
2370,philadelphus microphyllus,White
2371,phleum alpinum,Yellow
2372,phleum pratense,Yellow
2373,phlox diffusa,Purple
2374,phlox divaricata,Purple
2375,phlox glaberrima,Red
2376,phlox longifolia,Purple
2377,phlox paniculata,pink
2378,phlox subulata,Purple
2379,phragmites australis,White
2380,phyla nodiflora,White
2381,phyla nodiflora,purple
2382,phyla nodiflora,white
2383,phyla nodiflora,yellow
2384,phyllanthus amarus,green
2385,phyllanthus amarus,white
2386,phyllodoce breweri,Purple
2387,physalis angulata,white
2388,physalis angulata,yellow
2389,physalis peruviana,brown
2390,physalis peruviana,green
2391,physalis peruviana,purple
2392,physalis peruviana,yellow
2393,physocarpus capitatus,White
2394,physocarpus malvaceus,White
2395,physocarpus opulifolius,white
2396,physocarpus opulifolius,Purple
2397,phytolacca acinosa,white
2398,phytolacca americana,pink
2399,phytolacca americana,White
2400,picris hieracioides,yellow
2401,pieris floribunda,white
2402,pieris japonica,White
2403,pilosella aurantiaca,orange
2404,pilosella caespitosa,yellow
2405,pilosella floribunda,yellow
2406,pilosella officinarum,yellow
2407,pilosella piloselloides,yellow
2408,pilosella piloselloides,yellow
2409,pimpinella saxifraga,white
2410,pinellia ternata,green
2411,pinguicula vulgaris,violet
2412,pistia stratiotes,green
2413,pistia stratiotes,yellow
2414,pisum sativum,white
2415,pittosporum tobira,White
2416,pityopsis graminifolia,White
2417,planera aquatica,Green
2418,plantago arenaria,brown
2419,plantago coronopus,white
2420,plantago lanceolata,brown
2421,plantago lanceolata,white
2422,plantago major,yellow
2423,plantago major,Green
2424,plantago maritima,brown
2425,plantago maritima,white
2426,plantago media,white
2427,plantago patagonica,Yellow
2428,platanthera clavellata,pink
2429,platanus occidentalis,Red
2430,platanus racemosa,Yellow
2431,platanus wrightii,Yellow
2432,plumbago zeylanica,white
2433,plumeria rubra,pink
2434,plumeria rubra,red
2435,plumeria rubra,white
2436,plumeria rubra,yellow
2437,poa alpina,Yellow
2438,poa annua,Yellow
2439,poa bulbosa,Yellow
2440,poa compressa,Yellow
2441,poa fendleriana,Yellow
2442,poa macrantha,Yellow
2443,poa pratensis,Yellow
2444,poa secunda,Yellow
2445,poa trivialis,Yellow
2446,polemonium caeruleum,blue
2447,polemonium occidentale,Purple
2448,polycarpaea corymbosa,pink
2449,polycarpaea corymbosa,purple
2450,polycarpaea corymbosa,red
2451,polycarpaea corymbosa,white
2452,polygala myrtifolia,pink
2453,polygala myrtifolia,purple
2454,polygonatum multiflorum,white
2455,polygonum arenastrum,pink
2456,polygonum aviculare,pink
2457,polypogon monspeliensis,Yellow
2458,pontederia cordata,Blue
2459,populus balsamifera,purple
2460,populus balsamifera,Yellow
2461,populus balsamifera,Yellow
2462,populus deltoides,Yellow
2463,populus fremontii,White
2464,populus grandidentata,Yellow
2465,populus tremuloides,Blue
2466,portulaca grandiflora,pink
2467,portulaca grandiflora,red
2468,portulaca oleracea,yellow
2469,portulaca oleracea,yellow
2470,potamogeton amplifolius,Green
2471,potamogeton crispus,Green
2472,potamogeton diversifolius,Red
2473,potamogeton epihydrus,Green
2474,potamogeton gramineus,Green
2475,potamogeton natans,Green
2476,potamogeton nodosus,Green
2477,potamogeton robbinsii,Green
2478,potamogeton zosteriformis,Green
2479,potentilla anglica,yellow
2480,potentilla argentea,yellow
2481,potentilla gracilis,Yellow
2482,potentilla inclinata,yellow
2483,potentilla inclinata,yellow
2484,potentilla indica,yellow
2485,potentilla intermedia,yellow
2486,potentilla norvegica,yellow
2487,potentilla recta,yellow
2488,potentilla reptans,yellow
2489,potentilla reptans,yellow
2490,potentilla supina,yellow
2491,primula elatior,yellow
2492,primula incana,White
2493,primula meadia,White
2494,primula pauciflora,Purple
2495,primula veris,yellow
2496,prunella vulgaris,violet
2497,prunella vulgaris,Purple
2498,prunus americana,White
2499,prunus angustifolia,White
2500,prunus avium,white
2501,prunus cerasifera,white
2502,prunus domestica,white
2503,prunus domestica,white
2504,prunus emarginata,White
2505,prunus fasciculata,White
2506,prunus mahaleb,white
2507,prunus maritima,White
2508,prunus nigra,Red
2509,prunus padus,white
2510,prunus padus,White
2511,prunus pensylvanica,White
2512,prunus persica,pink
2513,prunus persica,pink
2514,prunus persica,white
2515,prunus pumila,White
2516,prunus serotina,white
2517,prunus serotina,White
2518,prunus spinosa,white
2519,prunus spinosa,white
2520,prunus subcordata,White
2521,prunus tomentosa,White
2522,prunus virginiana,White
2523,pseudofumaria alba,yellow
2524,pseudofumaria lutea,yellow
2525,psidium guajava,White
2526,psidium guajava,white
2527,ptelea trifoliata,Yellow
2528,pulmonaria obscura,pink
2529,pulmonaria officinalis,red
2530,pulsatilla vulgaris,violet
2531,punica granatum,Orange
2532,punica granatum,orange
2533,punica granatum,red
2534,purshia glandulosa,Yellow
2535,purshia tridentata,White
2536,pyracantha angustifolia,white
2537,pyracantha coccinea,White
2538,pyrola chlorantha,white
2539,pyrola minor,white
2540,pyrostegia venusta,orange
2541,pyrostegia venusta,red
2542,pyrostegia venusta,yellow
2543,pyrus calleryana,White
2544,pyrus communis,white
2545,pyrus communis,white
2546,pyrus communis,White
2547,quercus acutissima,Green
2548,quercus agrifolia,Yellow
2549,quercus alba,Yellow
2550,quercus bicolor,Yellow
2551,quercus chrysolepis,Yellow
2552,quercus douglasii,Yellow
2553,quercus falcata,Yellow
2554,quercus gambelii,Yellow
2555,quercus garryana,Yellow
2556,quercus ilex,green
2557,quercus imbricaria,Yellow
2558,quercus kelloggii,Yellow
2559,quercus laevis,Yellow
2560,quercus laurifolia,Yellow
2561,quercus lobata,Yellow
2562,quercus macrocarpa,Yellow
2563,quercus marilandica,Yellow
2564,quercus michauxii,Yellow
2565,quercus michauxii,Yellow
2566,quercus muehlenbergii,Yellow
2567,quercus nigra,Yellow
2568,quercus palustris,Yellow
2569,quercus phellos,Yellow
2570,quercus pumila,Yellow
2571,quercus robur,green
2572,quercus rubra,green
2573,quercus rubra,Yellow
2574,quercus shumardii,Yellow
2575,quercus stellata,Yellow
2576,quercus vacciniifolia,Yellow
2577,quercus velutina,Yellow
2578,quercus virginiana,Yellow
2579,radiola linoides,white
2580,ranunculus abortivus,Yellow
2581,ranunculus acris,yellow
2582,ranunculus alismifolius,Yellow
2583,ranunculus aquatilis,white
2584,ranunculus bulbosus,yellow
2585,ranunculus eschscholtzii,Yellow
2586,ranunculus flammula,yellow
2587,ranunculus flammula,Yellow
2588,ranunculus glaberrimus,Yellow
2589,ranunculus hispidus,Yellow
2590,ranunculus hyperboreus,Yellow
2591,ranunculus laxicaulis,Yellow
2592,ranunculus lingua,yellow
2593,ranunculus longirostris,Yellow
2594,ranunculus macounii,Yellow
2595,ranunculus pensylvanicus,Yellow
2596,ranunculus repens,yellow
2597,ranunculus repens,Yellow
2598,ranunculus reptans,yellow
2599,ranunculus sardous,yellow
2600,ranunculus sceleratus,yellow
2601,ranunculus sceleratus,Yellow
2602,ranunculus trichophyllus,white
2603,raphanus raphanistrum,yellow
2604,raphanus sativus,violet
2605,rapistrum rugosum,yellow
2606,ratibida columnifera,Yellow
2607,ratibida pinnata,Yellow
2608,ratibida tagetes,Yellow
2609,reseda lutea,yellow
2610,reseda lutea,yellow
2611,reseda luteola,yellow
2612,reynoutria japonica,white
2613,reynoutria sachalinensis,green
2614,rhamnus cathartica,green
2615,rheum rhabarbarum,green
2616,rhinanthus minor,yellow
2617,rhizophora mangle,green
2618,rhizophora mangle,white
2619,rhodiola rosea,yellow
2620,rhododendron albiflorum,White
2621,rhododendron arborescens,White
2622,rhododendron atlanticum,Purple
2623,rhododendron canadense,Purple
2624,rhododendron canescens,Purple
2625,rhododendron lapponicum,Purple
2626,rhododendron macrophyllum,Purple
2627,rhododendron maximum,Red
2628,rhododendron occidentale,White
2629,rhododendron periclymenoides,Purple
2630,rhododendron viscosum,Red
2631,rhus copallinum,Yellow
2632,rhus glabra,Yellow
2633,rhus microphylla,White
2634,rhus ovata,White
2635,rhus trilobata,Yellow
2636,rhus typhina,yellow
2637,rhynchosia minima,brown
2638,rhynchosia minima,purple
2639,rhynchosia minima,yellow
2640,rhynchospora corniculata,Green
2641,ribes alpinum,yellow
2642,ribes americanum,Yellow
2643,ribes aureum,yellow
2644,ribes aureum,Yellow
2645,ribes cereum,White
2646,ribes erythrocarpum,Yellow
2647,ribes hudsonianum,White
2648,ribes inerme,Green
2649,ribes lacustre,Purple
2650,ribes montigenum,Red
2651,ribes nigrum,green
2652,ribes roezlii,White
2653,ribes rubrum,yellow
2654,ribes sanguineum,purple
2655,ribes sanguineum,Red
2656,ribes triste,Purple
2657,ribes viburnifolium,Purple
2658,ribes viscosissimum,White
2659,richardia brasiliensis,pink
2660,richardia brasiliensis,white
2661,richardia scabra,pink
2662,richardia scabra,white
2663,ricinus communis,green
2664,ricinus communis,red
2665,ricinus communis,white
2666,ricinus communis,yellow
2667,rivina humilis,white
2668,robinia neomexicana,Purple
2669,robinia pseudoacacia,white
2670,robinia pseudoacacia,White
2671,romulea minutiflora,pink
2672,romulea minutiflora,purple
2673,romulea minutiflora,white
2674,romulea rosea,blue
2675,romulea rosea,pink
2676,romulea rosea,purple
2677,romulea rosea,white
2678,rorippa amphibia,yellow
2679,rorippa curvisiliqua,Yellow
2680,rorippa palustris,yellow
2681,rorippa sessiliflora,Yellow
2682,rorippa sinuata,Yellow
2683,rorippa sylvestris,yellow
2684,rorippa sylvestris,Yellow
2685,rosa acicularis,Red
2686,rosa californica,Red
2687,rosa canina,pink
2688,rosa carolina,White
2689,rosa gallica,red
2690,rosa glauca,red
2691,rosa gymnocarpa,Purple
2692,rosa multiflora,white
2693,rosa nutkana,Red
2694,rosa palustris,Red
2695,rosa pisocarpa,Red
2696,rosa rubiginosa,pink
2697,rosa rubiginosa,Red
2698,rosa rugosa,pink
2699,rosa rugosa,Red
2700,rosa setigera,White
2701,rosa sherardii,red
2702,rosa virginiana,Purple
2703,rosa woodsii,Red
2704,rubus allegheniensis,white
2705,rubus allegheniensis,White
2706,rubus alumnus,White
2707,rubus arcticus,Red
2708,rubus armeniacus,pink
2709,rubus bifrons,pink
2710,rubus caesius,white
2711,rubus chamaemorus,white
2712,rubus chamaemorus,White
2713,rubus cuneifolius,White
2714,rubus flagellaris,White
2715,rubus hispidus,White
2716,rubus idaeus,white
2717,rubus idaeus,White
2718,rubus laciniatus,pink
2719,rubus laciniatus,White
2720,rubus leucodermis,White
2721,rubus occidentalis,White
2722,rubus odoratus,purple
2723,rubus odoratus,Purple
2724,rubus parviflorus,White
2725,rubus phoenicolasius,pink
2726,rubus praecox,white
2727,rubus spectabilis,pink
2728,rubus spectabilis,Purple
2729,rubus ursinus,White
2730,rubus vestitus,red
2731,rudbeckia amplexicaulis,Yellow
2732,rudbeckia hirta,yellow
2733,rudbeckia hirta,Orange
2734,rudbeckia laciniata,yellow
2735,rudbeckia laciniata,Yellow
2736,rudbeckia maxima,Yellow
2737,ruellia humilis,Purple
2738,ruellia simplex,blue
2739,ruellia simplex,pink
2740,ruellia simplex,purple
2741,ruellia strepens,Purple
2742,rumex acetosa,green
2743,rumex acetosella,green
2744,rumex conglomeratus,green
2745,rumex crispus,green
2746,rumex longifolius,green
2747,rumex obtusifolius,green
2748,rumex pulcher,green
2749,rumex salicifolius,green
2750,ruppia maritima,Green
2751,ruta graveolens,yellow
2752,sabal minor,White
2753,sabal palmetto,White
2754,saccharum giganteum,Green
2755,sacciolepis striata,Purple
2756,sagina apetala,white
2757,sagina nodosa,white
2758,sagina procumbens,white
2759,sagina saginoides,white
2760,sagina saginoides,White
2761,sagittaria cuneata,Yellow
2762,sagittaria latifolia,white
2763,sagittaria latifolia,Yellow
2764,sagittaria platyphylla,White
2765,salix alba,yellow
2766,salix alba,Yellow
2767,salix amygdaloides,White
2768,salix boothii,Green
2769,salix candida,Green
2770,salix caroliniana,Green
2771,salix cinerea,yellow
2772,salix discolor,White
2773,salix drummondiana,Yellow
2774,salix eriocephala,Green
2775,salix exigua,Yellow
2776,salix geyeriana,Yellow
2777,salix glauca,Yellow
2778,salix gooddingii,Green
2779,salix hookeriana,Yellow
2780,salix humilis,Yellow
2781,salix interior,Green
2782,salix lucida,Yellow
2783,salix lucida,Green
2784,salix planifolia,Green
2785,salix prolixa,White
2786,salix purpurea,purple
2787,salix scouleriana,Yellow
2788,salix sericea,Green
2789,salix sessilifolia,White
2790,salix sitchensis,White
2791,salvia aethiopis,white
2792,salvia azurea,Blue
2793,salvia dorrii,Blue
2794,salvia glutinosa,yellow
2795,salvia leucantha,pink
2796,salvia leucantha,purple
2797,salvia leucantha,white
2798,salvia nemorosa,violet
2799,salvia officinalis,violet
2800,salvia officinalis,violet
2801,salvia officinalis,blue
2802,salvia officinalis,purple
2803,salvia pratensis,blue
2804,salvia rosmarinus,Blue
2805,salvia rosmarinus,blue
2806,salvia rosmarinus,purple
2807,salvia rosmarinus,blue
2808,sambucus canadensis,White
2809,sambucus nigra,white
2810,sambucus nigra,white
2811,sambucus racemosa,yellow
2812,samolus valerandi,white
2813,sanguisorba minor,red
2814,sanguisorba minor,Red
2815,sanguisorba officinalis,brown
2816,sansevieria cylindrica,pink
2817,sansevieria cylindrica,white
2818,sansevieria cylindrica,yellow
2819,sapindus saponaria,White
2820,saponaria ocymoides,red
2821,saponaria officinalis,pink
2822,saponaria officinalis,Purple
2823,saponaria officinalis,pink
2824,saponaria officinalis,purple
2825,saponaria officinalis,white
2826,sarcobatus vermiculatus,Green
2827,sarracenia purpurea,purple
2828,sassafras albidum,Yellow
2829,saxifraga aizoides,yellow
2830,saxifraga hirculus,yellow
2831,saxifraga oppositifolia,red
2832,saxifraga paniculata,white
2833,saxifraga tridactylites,white
2834,scaevola plumieri,white
2835,scandix pecten-veneris,white
2836,scandix pecten-veneris,white
2837,schinus molle,white
2838,schinus terebinthifolia,White
2839,schizachyrium sanguineum,brown
2840,schizachyrium sanguineum,green
2841,schizachyrium scoparium,Yellow
2842,schizachyrium scoparium,Yellow
2843,schizachyrium tenerum,Yellow
2844,schoenoplectus californicus,Brown
