binomial,photo_url,flower_present,subjectivity,gpt_color
Phytolacca heterotepala,https://inaturalist-open-data.s3.amazonaws.com/photos/136101314/medium.jpg,YES,MEDIUM,GREEN
Cylindropuntia wolfii,https://inaturalist-open-data.s3.amazonaws.com/photos/210758/medium.jpg,YES,LOW,RED
Echinocereus santaritensis,https://static.inaturalist.org/photos/7845664/medium.jpeg,YES,LOW,ORANGE
Tetradymia axillaris,https://inaturalist-open-data.s3.amazonaws.com/photos/274799/medium.jpg,YES,LOW,YELLOW
Narcissus tazetta,https://inaturalist-open-data.s3.amazonaws.com/photos/177900624/medium.jpg,YES,LOW,YELLOW
Nemacladus parikhiae,https://inaturalist-open-data.s3.amazonaws.com/photos/43823552/medium.jpg,YES,LOW,WHITE
Tauschia parishii,https://inaturalist-open-data.s3.amazonaws.com/photos/103636460/medium.jpeg,YES,LOW,GREEN
Caulanthus amplexicaulis,https://inaturalist-open-data.s3.amazonaws.com/photos/112557626/medium.jpg,YES,LOW,PURPLE
Lyonia ferruginea,https://static.inaturalist.org/photos/184879119/medium.jpeg,YES,LOW,WHITE
Cryptantha muricata,https://inaturalist-open-data.s3.amazonaws.com/photos/847012/medium.jpg,YES,LOW,WHITE
Allium platycaule,https://inaturalist-open-data.s3.amazonaws.com/photos/854038/medium.jpg,YES,LOW,PURPLE
Evolvulus arizonicus,https://inaturalist-open-data.s3.amazonaws.com/photos/2776178/medium.jpg,YES,LOW,BLUE
Cardamine oligosperma,https://inaturalist-open-data.s3.amazonaws.com/photos/3002876/medium.jpg,YES,LOW,WHITE
Senecio elegans,https://inaturalist-open-data.s3.amazonaws.com/photos/97438945/medium.jpeg,YES,LOW,PINK
Erythranthe nudata,https://inaturalist-open-data.s3.amazonaws.com/photos/39960168/medium.jpg,YES,LOW,YELLOW
Erythranthe suksdorfii,https://inaturalist-open-data.s3.amazonaws.com/photos/147152/medium.jpg,YES,LOW,YELLOW
Sedum palmeri,https://static.inaturalist.org/photos/64317787/medium.jpeg,YES,LOW,YELLOW
Sedum oreganum,https://static.inaturalist.org/photos/102940859/medium.jpg,YES,LOW,RED
Euploca convolvulacea,https://static.inaturalist.org/photos/9953084/medium.jpeg,YES,LOW,WHITE
Malva alcea,https://static.inaturalist.org/photos/144783151/medium.jpg,YES,LOW,PINK
Schoenocaulon ghiesbreghtii,https://static.inaturalist.org/photos/97293613/medium.jpg,YES,LOW,WHITE
Chaenactis thompsonii,https://static.inaturalist.org/photos/82251908/medium.jpg,YES,LOW,PINK
Saxifraga paniculata,https://inaturalist-open-data.s3.amazonaws.com/photos/205226435/medium.jpeg,YES,LOW,WHITE
Salix vestita,https://inaturalist-open-data.s3.amazonaws.com/photos/23956463/medium.jpg,YES,MEDIUM,GREEN
Marah gilensis,https://inaturalist-open-data.s3.amazonaws.com/photos/15562/medium.jpg,YES,MEDIUM,GREEN
Sanguisorba minor,https://inaturalist-open-data.s3.amazonaws.com/photos/591404/medium.jpg,NO,LOW,NAN
Aquilegia skinneri,https://static.inaturalist.org/photos/51479639/medium.jpeg,YES,LOW,PINK
Salvia lycioides,https://inaturalist-open-data.s3.amazonaws.com/photos/102667355/medium.jpg,YES,LOW,BLUE
Matelea hirtelliflora,https://inaturalist-open-data.s3.amazonaws.com/photos/15525290/medium.jpg,YES,LOW,MAROON
Hieracium lachenalii,https://static.inaturalist.org/photos/208857328/medium.jpeg,YES,LOW,YELLOW
Corallorhiza wisteriana,https://inaturalist-open-data.s3.amazonaws.com/photos/137266/medium.jpg,YES,MEDIUM,PINK
Chaptalia texana,https://inaturalist-open-data.s3.amazonaws.com/photos/13955076/medium.jpeg,YES,LOW,WHITE
Erythranthe discolor,https://inaturalist-open-data.s3.amazonaws.com/photos/319795482/medium.jpeg,YES,LOW,YELLOW
Astragalus calycosus,https://inaturalist-open-data.s3.amazonaws.com/photos/24095436/medium.jpeg,YES,LOW,PINK
Astragalus preussii,https://inaturalist-open-data.s3.amazonaws.com/photos/28589309/medium.jpg,YES,LOW,PURPLE
Stachys albens,https://inaturalist-open-data.s3.amazonaws.com/photos/100607690/medium.jpg,YES,LOW,WHITE
Gentiana prostrata,https://inaturalist-open-data.s3.amazonaws.com/photos/447806/medium.jpg,YES,LOW,BLUE
Croton argyranthemus,https://inaturalist-open-data.s3.amazonaws.com/photos/39749734/medium.jpeg,YES,LOW,WHITE
Poolea reverchonii,https://inaturalist-open-data.s3.amazonaws.com/photos/955041/medium.JPG,YES,LOW,PURPLE
Hypericum virgatum,https://static.inaturalist.org/photos/2007946/medium.JPG,YES,LOW,YELLOW
Galphimia gracilis,https://inaturalist-open-data.s3.amazonaws.com/photos/19079874/medium.jpg,YES,LOW,YELLOW
Potentilla flabellifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/21097750/medium.jpg,YES,LOW,YELLOW
Hypoxis curtissii,https://static.inaturalist.org/photos/55453203/medium.jpeg,YES,LOW,YELLOW
Setaria parviflora,https://inaturalist-open-data.s3.amazonaws.com/photos/50707544/medium.jpeg,YES,LOW,GREEN
Primula japonica,https://inaturalist-open-data.s3.amazonaws.com/photos/244884/medium.jpg,YES,LOW,PINK
Galinsoga parviflora,https://inaturalist-open-data.s3.amazonaws.com/photos/47142144/medium.jpeg,YES,LOW,WHITE
Eriogonum jamesii,https://inaturalist-open-data.s3.amazonaws.com/photos/10326249/medium.jpeg,YES,LOW,WHITE
Colubrina greggii,https://inaturalist-open-data.s3.amazonaws.com/photos/401999/medium.jpg,NO,LOW,NAN
Lycium pallidum,https://inaturalist-open-data.s3.amazonaws.com/photos/2969125/medium.JPG,YES,LOW,YELLOW
Purshia glandulosa,https://inaturalist-open-data.s3.amazonaws.com/photos/27121782/medium.jpg,YES,LOW,BROWN
Lythrum lineare,https://inaturalist-open-data.s3.amazonaws.com/photos/164756/medium.jpg,YES,LOW,WHITE
Setaria pumila,https://static.inaturalist.org/photos/94412893/medium.jpg,YES,LOW,GREEN
Phacelia rotundifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/15883331/medium.jpg,YES,LOW,WHITE
Cucumis melo,https://static.inaturalist.org/photos/4223807/medium.jpg,YES,LOW,YELLOW
Cladium mariscus,https://inaturalist-open-data.s3.amazonaws.com/photos/165337683/medium.jpeg,YES,MEDIUM,BROWN
Viola charlestonensis,https://inaturalist-open-data.s3.amazonaws.com/photos/207766/medium.jpg,YES,LOW,YELLOW
Valeriana dioica,https://static.inaturalist.org/photos/1628289/medium.jpg,YES,LOW,WHITE
Bromus diandrus,https://inaturalist-open-data.s3.amazonaws.com/photos/202675829/medium.jpeg,NO,LOW,NAN
Hottonia inflata,https://static.inaturalist.org/photos/287497205/medium.jpeg,YES,LOW,WHITE
Zanthoxylum hirsutum,https://inaturalist-open-data.s3.amazonaws.com/photos/125382870/medium.jpeg,YES,LOW,YELLOW
Chrysobalanus icaco,https://static.inaturalist.org/photos/2198719/medium.jpg,YES,MEDIUM,GREEN
Bromus catharticus,https://static.inaturalist.org/photos/1430818/medium.JPG,NO,LOW,NAN
Oclemena reticulata,https://inaturalist-open-data.s3.amazonaws.com/photos/95796/medium.jpg,YES,LOW,WHITE
Acourtia nana,https://inaturalist-open-data.s3.amazonaws.com/photos/2911055/medium.jpg,YES,LOW,PINK
Typha domingensis,https://inaturalist-open-data.s3.amazonaws.com/photos/85880263/medium.jpeg,NO,LOW,BROWN
Zigadenus glaberrimus,https://inaturalist-open-data.s3.amazonaws.com/photos/23056850/medium.jpeg,YES,LOW,WHITE
Petasites japonicus,https://inaturalist-open-data.s3.amazonaws.com/photos/216159354/medium.jpg,YES,LOW,GREEN
Oreocarya flavoculata,https://static.inaturalist.org/photos/78558171/medium.jpeg,YES,LOW,WHITE
Ceanothus incanus,https://inaturalist-open-data.s3.amazonaws.com/photos/67625/medium.jpg,YES,LOW,WHITE
Dryas integrifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/9948947/medium.jpeg,YES,LOW,WHITE
Haematoxylum brasiletto,https://inaturalist-open-data.s3.amazonaws.com/photos/27452086/medium.jpeg,NO,LOW,NAN
Deinandra kelloggii,https://inaturalist-open-data.s3.amazonaws.com/photos/1805808/medium.jpeg,YES,LOW,YELLOW
Dudleya abramsii,https://inaturalist-open-data.s3.amazonaws.com/photos/71214248/medium.jpeg,YES,LOW,GREEN
Linaria purpurea,https://inaturalist-open-data.s3.amazonaws.com/photos/173700035/medium.jpg,YES,LOW,PURPLE
Bouchea linifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/18705654/medium.jpeg,YES,LOW,PURPLE
Palafoxia hookeriana,https://inaturalist-open-data.s3.amazonaws.com/photos/2650651/medium.JPG,YES,LOW,PINK
Orthocarpus imbricatus,https://inaturalist-open-data.s3.amazonaws.com/photos/219717394/medium.jpg,YES,LOW,PINK
Chromolaena bigelovii,https://inaturalist-open-data.s3.amazonaws.com/photos/13808886/medium.jpeg,YES,MEDIUM,BROWN
Bonellia macrocarpa,https://inaturalist-open-data.s3.amazonaws.com/photos/145182655/medium.jpeg,YES,LOW,ORANGE
Pelargonium capitatum,https://inaturalist-open-data.s3.amazonaws.com/photos/55314053/medium.jpg,YES,LOW,PINK
Linum sulcatum,https://inaturalist-open-data.s3.amazonaws.com/photos/10543629/medium.jpg,YES,LOW,YELLOW
Oxalis latifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/106318944/medium.jpeg,YES,LOW,PINK
Glandularia pubera,https://inaturalist-open-data.s3.amazonaws.com/photos/16703030/medium.jpeg,YES,LOW,PURPLE
Canna indica,https://inaturalist-open-data.s3.amazonaws.com/photos/185566583/medium.png,YES,LOW,RED
Smilax smallii,https://inaturalist-open-data.s3.amazonaws.com/photos/28699937/medium.jpg,NO,LOW,NAN
Pentalinon luteum,https://static.inaturalist.org/photos/77841581/medium.jpeg,YES,LOW,YELLOW
Eriogonum lobbii,https://inaturalist-open-data.s3.amazonaws.com/photos/8523930/medium.jpeg,YES,LOW,PINK
Solidago leiocarpa,https://inaturalist-open-data.s3.amazonaws.com/photos/27043782/medium.jpg,YES,LOW,YELLOW
Astragalus tridactylicus,https://inaturalist-open-data.s3.amazonaws.com/photos/16738040/medium.jpg,YES,LOW,PINK
Pseudognaphalium microcephalum,https://inaturalist-open-data.s3.amazonaws.com/photos/111924890/medium.jpg,YES,LOW,YELLOW
Swertia perennis,https://inaturalist-open-data.s3.amazonaws.com/photos/70540792/medium.jpeg,YES,LOW,PURPLE
Athysanus pusillus,https://static.inaturalist.org/photos/260799030/medium.jpg,YES,MEDIUM,GREEN
Boltonia asteroides,https://inaturalist-open-data.s3.amazonaws.com/photos/4902293/medium.jpeg,YES,LOW,WHITE
Melochia spicata,https://static.inaturalist.org/photos/13761108/medium.jpg,YES,LOW,PINK
Symphyotrichum pratense,https://inaturalist-open-data.s3.amazonaws.com/photos/232922592/medium.jpeg,YES,LOW,PURPLE
Scutellaria californica,https://inaturalist-open-data.s3.amazonaws.com/photos/1042850/medium.jpg,YES,LOW,WHITE
Psilocarphus tenellus,https://inaturalist-open-data.s3.amazonaws.com/photos/129482817/medium.jpg,YES,LOW,GREEN
Leptosyne californica,https://inaturalist-open-data.s3.amazonaws.com/photos/12118659/medium.jpg,YES,LOW,YELLOW
Artemisia frigida,https://inaturalist-open-data.s3.amazonaws.com/photos/141012048/medium.jpeg,NO,LOW,NAN
Mentzelia gracilenta,https://inaturalist-open-data.s3.amazonaws.com/photos/13340/medium.jpg,YES,LOW,YELLOW
Nothocalais cuspidata,https://inaturalist-open-data.s3.amazonaws.com/photos/3624026/medium.jpg,YES,LOW,YELLOW
Malus fusca,https://inaturalist-open-data.s3.amazonaws.com/photos/3101906/medium.JPG,YES,LOW,WHITE
Napaea dioica,https://inaturalist-open-data.s3.amazonaws.com/photos/82070007/medium.jpeg,YES,LOW,WHITE
Coreopsis rosea,https://static.inaturalist.org/photos/93778485/medium.jpg,YES,LOW,PINK
Euphorbia simulans,https://inaturalist-open-data.s3.amazonaws.com/photos/12115701/medium.jpg,YES,MEDIUM,RED
Euphorbia stictospora,https://inaturalist-open-data.s3.amazonaws.com/photos/51868833/medium.jpeg,YES,MEDIUM,GREEN
Hypericum suffruticosum,https://inaturalist-open-data.s3.amazonaws.com/photos/34326487/medium.jpeg,YES,LOW,YELLOW
Urtica chamaedryoides,https://inaturalist-open-data.s3.amazonaws.com/photos/726820/medium.jpg,YES,MEDIUM,GREEN
Platanthera cristata,https://inaturalist-open-data.s3.amazonaws.com/photos/84061129/medium.jpg,YES,LOW,ORANGE
Sphaeralcea fendleri,https://inaturalist-open-data.s3.amazonaws.com/photos/2776227/medium.jpg,YES,LOW,ORANGE
Ranunculus micranthus,https://inaturalist-open-data.s3.amazonaws.com/photos/816811/medium.jpg,YES,LOW,YELLOW
Sidotheca trilobata,https://inaturalist-open-data.s3.amazonaws.com/photos/42852492/medium.jpeg,YES,LOW,WHITE
Alyssum desertorum,https://inaturalist-open-data.s3.amazonaws.com/photos/14551076/medium.jpg,YES,LOW,YELLOW
Eriogonum abertianum,https://static.inaturalist.org/photos/2500424/medium.jpg,YES,LOW,WHITE
Pedicularis centranthera,https://inaturalist-open-data.s3.amazonaws.com/photos/7174670/medium.jpg,YES,LOW,PINK
Crotalaria sagittalis,https://inaturalist-open-data.s3.amazonaws.com/photos/137797/medium.jpg,YES,LOW,YELLOW
Lupinus benthamii,https://inaturalist-open-data.s3.amazonaws.com/photos/13302/medium.jpg,YES,LOW,BLUE
Damasonium californicum,https://inaturalist-open-data.s3.amazonaws.com/photos/34081902/medium.jpeg,YES,LOW,WHITE
Fraxinus cuspidata,https://inaturalist-open-data.s3.amazonaws.com/photos/3940774/medium.JPG,YES,LOW,WHITE
Silene csereii,https://inaturalist-open-data.s3.amazonaws.com/photos/3432840/medium.jpg,YES,MEDIUM,GREEN
Lewisia nevadensis,https://inaturalist-open-data.s3.amazonaws.com/photos/46391242/medium.jpeg,YES,LOW,WHITE
Mononeuria groenlandica,https://inaturalist-open-data.s3.amazonaws.com/photos/195729/medium.jpg,YES,LOW,WHITE
Asarum minus,https://inaturalist-open-data.s3.amazonaws.com/photos/270426/medium.jpg,NO,LOW,NAN
Helenium vernale,https://inaturalist-open-data.s3.amazonaws.com/photos/80385916/medium.jpg,YES,LOW,YELLOW
Liatris tenuifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/31182063/medium.jpg,YES,LOW,PURPLE
Physaria gracilis,https://static.inaturalist.org/photos/619457/medium.jpg,YES,LOW,YELLOW
Jasminum nudiflorum,https://inaturalist-open-data.s3.amazonaws.com/photos/13733321/medium.jpg,YES,LOW,YELLOW
Stachys latidens,https://inaturalist-open-data.s3.amazonaws.com/photos/4310363/medium.jpg,YES,LOW,PINK
Anemonoides lancifolia,https://static.inaturalist.org/photos/35485961/medium.jpeg,YES,LOW,WHITE
Hydrangea barbara,https://inaturalist-open-data.s3.amazonaws.com/photos/383146/medium.JPG,YES,LOW,WHITE
Astragalus racemosus,https://inaturalist-open-data.s3.amazonaws.com/photos/358860/medium.jpg,YES,MEDIUM,YELLOW
Meximalva filipes,https://static.inaturalist.org/photos/76881754/medium.jpg,YES,LOW,PURPLE
Smilax glauca,https://inaturalist-open-data.s3.amazonaws.com/photos/55664916/medium.jpeg,NO,LOW,NAN
Malachra capitata,https://inaturalist-open-data.s3.amazonaws.com/photos/28460122/medium.jpeg,YES,LOW,YELLOW
Claytonia gypsophiloides,https://inaturalist-open-data.s3.amazonaws.com/photos/8868/medium.jpg,YES,LOW,PINK
Bidens trichosperma,https://inaturalist-open-data.s3.amazonaws.com/photos/2362846/medium.JPG,YES,LOW,YELLOW
Mertensia oblongifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/261036/medium.jpg,YES,LOW,BLUE
Kolkwitzia amabilis,https://inaturalist-open-data.s3.amazonaws.com/photos/44278471/medium.jpg,YES,LOW,PINK
Corylus avellana,https://inaturalist-open-data.s3.amazonaws.com/photos/111208238/medium.jpeg,YES,LOW,YELLOW
Hymenocallis palmeri,https://inaturalist-open-data.s3.amazonaws.com/photos/54137074/medium.jpg,YES,LOW,WHITE
Salvia brandegeei,https://inaturalist-open-data.s3.amazonaws.com/photos/3505490/medium.JPG,YES,LOW,WHITE
Cotinus coggygria,https://inaturalist-open-data.s3.amazonaws.com/photos/281020949/medium.jpg,YES,LOW,WHITE
Calopogon barbatus,https://inaturalist-open-data.s3.amazonaws.com/photos/182693942/medium.jpg,YES,LOW,PURPLE
Ipomoea jicama,https://inaturalist-open-data.s3.amazonaws.com/photos/55861602/medium.jpg,YES,LOW,PURPLE
Chrysopsis subulata,https://static.inaturalist.org/photos/9551006/medium.jpeg,YES,LOW,YELLOW
Nemophila aphylla,https://static.inaturalist.org/photos/1587085/medium.jpg,YES,LOW,WHITE
Ipomopsis guttata,https://inaturalist-open-data.s3.amazonaws.com/photos/39448613/medium.jpg,YES,LOW,PINK
Salvia monantha,https://inaturalist-open-data.s3.amazonaws.com/photos/10244866/medium.jpeg,YES,LOW,BLUE
Ceanothus lemmonii,https://inaturalist-open-data.s3.amazonaws.com/photos/266269/medium.jpg,YES,LOW,PURPLE
Oreocarya glomerata,https://inaturalist-open-data.s3.amazonaws.com/photos/113032639/medium.jpg,YES,LOW,WHITE
Asclepias lemmonii,https://inaturalist-open-data.s3.amazonaws.com/photos/10234466/medium.jpeg,YES,LOW,PINK
Conocarpus erectus,https://inaturalist-open-data.s3.amazonaws.com/photos/147965344/medium.jpeg,NO,LOW,NAN
Kumlienia hystricula,https://inaturalist-open-data.s3.amazonaws.com/photos/569542/medium.jpeg,YES,LOW,WHITE
Zinnia elegans,https://inaturalist-open-data.s3.amazonaws.com/photos/24339002/medium.jpeg,YES,LOW,RED
Eriodictyon angustifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/341989/medium.jpg,YES,LOW,WHITE
Cylindropuntia kleiniae,https://static.inaturalist.org/photos/2539969/medium.JPG,YES,MEDIUM,PINK
Saltugilia caruifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/1680563/medium.jpg,YES,LOW,PINK
Fagopyrum esculentum,https://inaturalist-open-data.s3.amazonaws.com/photos/170935901/medium.jpg,YES,LOW,WHITE
Heptapleurum actinophyllum,https://inaturalist-open-data.s3.amazonaws.com/photos/19387254/medium.jpeg,YES,MEDIUM,PINK
Carex vulpinoidea,https://inaturalist-open-data.s3.amazonaws.com/photos/41202772/medium.jpg,NO,LOW,NAN
Senecio glomeratus,https://inaturalist-open-data.s3.amazonaws.com/photos/10604658/medium.jpg,NO,LOW,NAN
Quercus alba,https://inaturalist-open-data.s3.amazonaws.com/photos/26271392/medium.jpeg,NO,LOW,NAN
Carex grayi,https://inaturalist-open-data.s3.amazonaws.com/photos/50928677/medium.jpg,YES,LOW,GREEN
Eleutherococcus sieboldianus,https://inaturalist-open-data.s3.amazonaws.com/photos/5424345/medium.jpg,NO,LOW,NAN
Nymphoides cristata,https://static.inaturalist.org/photos/104703379/medium.jpeg,YES,LOW,WHITE
Rhododon ciliatus,https://inaturalist-open-data.s3.amazonaws.com/photos/2047724/medium.JPG,YES,LOW,PURPLE
Dietes grandiflora,https://static.inaturalist.org/photos/89281565/medium.jpg,YES,LOW,WHITE
Tolmiea diplomenziesii,https://inaturalist-open-data.s3.amazonaws.com/photos/141551029/medium.jpeg,YES,MEDIUM,GREEN
Lupinus andersonii,https://inaturalist-open-data.s3.amazonaws.com/photos/103395309/medium.jpg,YES,MEDIUM,PINK
Euphorbia helioscopia,https://inaturalist-open-data.s3.amazonaws.com/photos/14471242/medium.jpeg,YES,LOW,GREEN
Castilleja angustifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/397944/medium.jpg,YES,LOW,PINK
Asarum shuttleworthii,https://inaturalist-open-data.s3.amazonaws.com/photos/19661921/medium.jpg,YES,LOW,BROWN
Jatropha cathartica,https://inaturalist-open-data.s3.amazonaws.com/photos/16261840/medium.jpeg,YES,LOW,RED
Saxifraga cespitosa,https://static.inaturalist.org/photos/21176818/medium.jpg,YES,LOW,WHITE
Sporobolus junceus,https://inaturalist-open-data.s3.amazonaws.com/photos/111641176/medium.jpeg,YES,LOW,PINK
Euphorbia golondrina,https://inaturalist-open-data.s3.amazonaws.com/photos/2830729/medium.JPG,YES,MEDIUM,BROWN
Lepidium didymum,https://inaturalist-open-data.s3.amazonaws.com/photos/175706599/medium.jpeg,YES,MEDIUM,GREEN
Senna pallida,https://inaturalist-open-data.s3.amazonaws.com/photos/37353786/medium.jpg,YES,LOW,YELLOW
Gentiana villosa,https://inaturalist-open-data.s3.amazonaws.com/photos/100753824/medium.jpg,YES,LOW,PURPLE
Caesalpinia pulcherrima,https://inaturalist-open-data.s3.amazonaws.com/photos/4952725/medium.jpg,YES,MEDIUM,ORANGE
Ehrharta erecta,https://inaturalist-open-data.s3.amazonaws.com/photos/55523828/medium.jpg,NO,LOW,NAN
Jatropha macrorhiza,https://static.inaturalist.org/photos/2387411/medium.JPG,YES,LOW,PINK
Phlox glaberrima,https://inaturalist-open-data.s3.amazonaws.com/photos/2084494/medium.JPG,YES,LOW,PURPLE
Ranunculus reptans,https://inaturalist-open-data.s3.amazonaws.com/photos/150981511/medium.jpeg,YES,LOW,YELLOW
Erythranthe cinnabarina,https://inaturalist-open-data.s3.amazonaws.com/photos/9148581/medium.jpeg,YES,LOW,RED
Phacelia grisea,https://inaturalist-open-data.s3.amazonaws.com/photos/8450222/medium.jpg,YES,LOW,WHITE
Nyssa ogeche,https://static.inaturalist.org/photos/24373629/medium.jpg,NO,LOW,NAN
Saussurea nuda,https://inaturalist-open-data.s3.amazonaws.com/photos/219803298/medium.jpg,YES,LOW,PURPLE
Triosteum angustifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/10197089/medium.jpg,NO,LOW,NAN
Brewerimitella ovalis,https://inaturalist-open-data.s3.amazonaws.com/photos/977738/medium.jpg,NO,LOW,NAN
Betula populifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/188265652/medium.gif,NO,LOW,NAN
Schoenolirion croceum,https://inaturalist-open-data.s3.amazonaws.com/photos/123181286/medium.jpeg,YES,LOW,YELLOW
Delphinium decorum,https://static.inaturalist.org/photos/189366574/medium.jpg,YES,LOW,PURPLE
Houstonia wrightii,https://inaturalist-open-data.s3.amazonaws.com/photos/8631274/medium.jpg,YES,LOW,WHITE
Hydrolea corymbosa,https://static.inaturalist.org/photos/190747/medium.jpg,YES,LOW,BLUE
Eriogonum caespitosum,https://static.inaturalist.org/photos/6235158/medium.jpeg,YES,LOW,YELLOW
Oxalis grandis,https://static.inaturalist.org/photos/12166653/medium.jpeg,YES,LOW,YELLOW
Veronica missurica,https://inaturalist-open-data.s3.amazonaws.com/photos/4037348/medium.jpg,YES,LOW,PURPLE
Veronica longifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/571064/medium.jpg,YES,LOW,PURPLE
Ceanothus microphyllus,https://inaturalist-open-data.s3.amazonaws.com/photos/4707275/medium.jpg,YES,LOW,WHITE
Brintonia discoidea,https://inaturalist-open-data.s3.amazonaws.com/photos/51191365/medium.jpeg,YES,LOW,WHITE
Koenigia davisiae,https://inaturalist-open-data.s3.amazonaws.com/photos/405800/medium.jpg,YES,MEDIUM,GREEN
Ampelopsis cordata,https://inaturalist-open-data.s3.amazonaws.com/photos/92229403/medium.jpg,NO,LOW,NAN
Parietaria hespera,https://inaturalist-open-data.s3.amazonaws.com/photos/211150/medium.jpg,NO,LOW,NAN
Iva annua,https://static.inaturalist.org/photos/11394540/medium.jpg,YES,LOW,GREEN
Yucca gigantea,https://inaturalist-open-data.s3.amazonaws.com/photos/63924844/medium.jpeg,NO,LOW,NAN
Physostegia leptophylla,https://inaturalist-open-data.s3.amazonaws.com/photos/18461913/medium.jpg,YES,LOW,PURPLE
Solanum hindsianum,https://inaturalist-open-data.s3.amazonaws.com/photos/7325135/medium.jpeg,YES,LOW,PURPLE
Xyris montana,https://inaturalist-open-data.s3.amazonaws.com/photos/73582611/medium.jpg,YES,LOW,YELLOW
Ruellia blechum,https://inaturalist-open-data.s3.amazonaws.com/photos/54603621/medium.jpg,YES,LOW,PURPLE
Euphorbia cinerascens,https://static.inaturalist.org/photos/1841699/medium.jpg,YES,LOW,RED
Isotria verticillata,https://inaturalist-open-data.s3.amazonaws.com/photos/37618061/medium.jpg,YES,LOW,GREEN
Penstemon azureus,https://inaturalist-open-data.s3.amazonaws.com/photos/3999876/medium.JPG,YES,LOW,BLUE
Chaetopappa effusa,https://inaturalist-open-data.s3.amazonaws.com/photos/4902722/medium.jpg,YES,LOW,WHITE
Macroptilium atropurpureum,https://inaturalist-open-data.s3.amazonaws.com/photos/96914680/medium.jpg,YES,MEDIUM,MAROON
Borodinia canadensis,https://inaturalist-open-data.s3.amazonaws.com/photos/363221/medium.JPG,YES,LOW,WHITE
Delphinium wootonii,https://inaturalist-open-data.s3.amazonaws.com/photos/39372738/medium.jpg,YES,LOW,PURPLE
Parnassia parviflora,https://inaturalist-open-data.s3.amazonaws.com/photos/15740170/medium.jpg,YES,LOW,WHITE
Solidago speciosa,https://inaturalist-open-data.s3.amazonaws.com/photos/10791543/medium.jpeg,YES,LOW,YELLOW
Chrysopsis gossypina,https://inaturalist-open-data.s3.amazonaws.com/photos/56580471/medium.jpg,YES,LOW,YELLOW
Gibasis pellucida,https://static.inaturalist.org/photos/100261137/medium.jpg,YES,LOW,WHITE
Dalea pogonathera,https://inaturalist-open-data.s3.amazonaws.com/photos/652988/medium.jpg,YES,LOW,PURPLE
Lysimachia hybrida,https://inaturalist-open-data.s3.amazonaws.com/photos/9465196/medium.jpeg,YES,LOW,YELLOW
Townsendia parryi,https://inaturalist-open-data.s3.amazonaws.com/photos/107521489/medium.jpeg,YES,LOW,PURPLE
Acalypha gracilens,https://static.inaturalist.org/photos/27823892/medium.jpg,YES,LOW,RED
Ambrosia cordifolia,https://static.inaturalist.org/photos/28804033/medium.jpg,YES,LOW,GREEN
Oenanthe javanica,https://static.inaturalist.org/photos/266776541/medium.jpeg,YES,LOW,WHITE
Helianthus californicus,https://inaturalist-open-data.s3.amazonaws.com/photos/483821/medium.jpg,YES,LOW,YELLOW
Clematis vitalba,https://inaturalist-open-data.s3.amazonaws.com/photos/5264348/medium.jpg,YES,LOW,WHITE
Crepis capillaris,https://inaturalist-open-data.s3.amazonaws.com/photos/151130085/medium.jpeg,YES,LOW,YELLOW
Solidago simplex,https://inaturalist-open-data.s3.amazonaws.com/photos/2208371/medium.jpg,YES,LOW,YELLOW
Lathyrus aphaca,https://static.inaturalist.org/photos/52337611/medium.jpg,YES,LOW,YELLOW
Gossypium hirsutum,https://static.inaturalist.org/photos/294162313/medium.jpg,YES,LOW,WHITE
Seymeria texana,https://static.inaturalist.org/photos/50797394/medium.jpg,YES,LOW,YELLOW
Penstemon canescens,https://inaturalist-open-data.s3.amazonaws.com/photos/887269/medium.jpg,YES,MEDIUM,PINK
Andropogon ternarius,https://inaturalist-open-data.s3.amazonaws.com/photos/587315/medium.jpg,YES,LOW,BROWN
Silene scouleri,https://inaturalist-open-data.s3.amazonaws.com/photos/13633/medium.jpg,YES,LOW,PINK
Quercus engelmannii,https://inaturalist-open-data.s3.amazonaws.com/photos/161250477/medium.jpg,NO,LOW,NAN
Liatris bracteata,https://inaturalist-open-data.s3.amazonaws.com/photos/10685664/medium.jpeg,YES,LOW,PINK
Mortonia utahensis,https://inaturalist-open-data.s3.amazonaws.com/photos/12699044/medium.jpeg,YES,LOW,WHITE
Crataegus macracantha,https://inaturalist-open-data.s3.amazonaws.com/photos/151745575/medium.jpeg,YES,LOW,WHITE
Lupinus littoralis,https://inaturalist-open-data.s3.amazonaws.com/photos/24599802/medium.jpeg,YES,LOW,PURPLE
